PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
STOPKOF EXPECTORANT  CHILDREN 2%100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRTTKKJDRZ000987,31/10/2027,Bottle,7,21.00
GOFEX TAB 400MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GG1234,30/06/2025,gram,0,27.00
ZINCOVIT MULTIVITAMIN SYR 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,oPPSOSIHDBE,28/02/2027,Bottle,8,54.60
NEO-HYCOLEX 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,opieje8fh4,31/07/2027,Vial,3,59.00
OLFEN GEL 50G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSPPB0588B01,31/05/2024,Tube,1,68.00
FLAGENTYL SECNIDAZOLE 500MG TAB 4'S ,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffKKAML9870U,28/02/2023,Pack,0,75.00
DEEP FREEZE GEL S/S 35G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddLNO0098,28/02/2025,gram,0,83.00
DEEP FREEZE SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddACT000098,31/08/2026,ml,2,161.00
PROCOMIL SPRAY SINGLES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ffBASACT000098,28/02/2026,Bottle,1,182.00
Gastrone Plus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGBASACT000098,30/06/2026,ml,1,37.50
APETAMIN SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,hhhyy7899,31/05/2027,Bottle,3,65.00
GLUCORANGE POWDER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIUKJDRZ000987,30/09/2024,pc,0,10.00
GLUCO NAF VIT C,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOKKKJDRZ000987,30/04/2027,pc,6,42.00
GLUCOLIFE C,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,POLLKKJDRZ000987,30/09/2027,pc,1,39.00
SEVEN SEAS JOINTCARE ACTIVE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JYHT1234,30/09/2027,pc,2,400.00
LEOPARD TUBE 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/08/2024,Tube,0,13.00
NIGHT NURSE CAP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,nnBB1123O00,31/08/2023,Strip,0,75.00
CO-TRIMOXAZOLE SUSP 100ML (LETAP),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBB1123O00,31/08/2027,pc,4,7.00
B-COMPLEX TABLET 10'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BB1123O00,31/08/2024,Piece,0,2.00
LOMIDE CAPS 2MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1111LLOMDKHT0098,30/04/2025,pc,0,3.00
AFROFRANIL 25MG TABS 30'S (NOVARTIS),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,dddDKHT0098,30/06/2027,Tablet,42,4.50
BASIC NUTRITION CHEWABLE VIT C,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKJHHHH2,13/08/2022,Container,0,35.00
CLAMOXIN 457MG BLISS 70ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,C202215E1234,13/08/2022,Powder,0,30.00
TADOL TRAMADOL 100MG CAPS 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,t5t5WEF2003PA,31/08/2027,Tablet,33,9.00
LYRICA 150MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L109IMT009I6,31/05/2024,Tab,9,26.00
LEXOFEN IBUPROFEN SUSP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOIK9KKJDRZ000987,31/08/2025,Single,0,42.00
FELDENE 20MG CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KK9IKKJDRZ000987,31/08/2024,Capsules,8,9.40
DULCOLAX ADULT 5MG 10'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNKKKJDRZ000987,31/08/2023,mg,0,2.00
PILEX OINTMENT 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KYH4K1234,30/09/2026,Tube,2,78.00
OPTREX SORE EYE DROPS  10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPKY98KKJDRZ000987,30/11/2025,Container,0,141.00
AMARYL GLIMEPRIDE 2MG TAB 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,344GKKJDRZ000987,31/08/2024,Tablet,0,4.30
DRAGON LUBE JELLY COOLING SENSATION 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,31/08/2024,ml,0,27.00
DRAGON LUBE JELLY WARMING SENSATION 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOIKKJDRZ000987,31/08/2024,ml,0,24.00
DRAGON JELLY LUBE. NATURAL 50ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GHGKKJDRZ000987,31/08/2024,Container,0,20.00
LUBRIMAX JELLY PERSONAL LUBRICANT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKHY1234,31/08/2026,Tube,0,53.20
STAYDRY ADULT DIAPER M/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1sss234,31/07/2024,gram,0,80.00
ESTYPLEX B.CO INJ. 10ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1TV144,28/01/2023,vial,0,6.00
TENOX AMLORDIPIN 5MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NF3639,28/05/2023,Tab,0,2.00
GLUCOSAMINE & CHONDROITIN 30'S VALUPAK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L14172,31/08/2022,pc,0,24.00
PERFECTDENT LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PD01,30/09/2023,LOZENGES,0,6.00
ZYMAX AZITHROMYCIN 250MG TAB 6'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0411x,28/11/2024,Tablet,0,29.00
KWIK ACTION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,21002,01/06/2027,,106,2.00
"SEIFEN""S K WANG TZE SOLUTION",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,78,28/07/2024,Bottle,1,68.00
ASCORBIN VITAMIN C SYR. 100ML (CHILD CARE),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0810061,31/01/2023,Bottle,0,6.00
WELLMAN 70+ CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,155748,30/04/2025,gram,0,135.00
OMEPRAZOLE 20MG CAPS 28'S (TEVA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPKKJDRZ000987,31/10/2023,sachet,0,22.00
MYCOLEX 3 TRIPLE ACTION CREAM30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,31/07/2027,Tube,5,42.00
VITAMIN B DENK TAB 100'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/07/2027,Tablet,9,43.00
VITAMIN B CO STRONG FILM-COATED TABLETS   28 (HBS),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,23/07/2022,Milligram,0,6.00
WELLWOMAN SPORTS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EEEECCC23,31/07/2024,pc,1,60.00
ATORVASTATIN 40MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,31/03/2026,Pack,3,69.00
OSTEOCARE TAB UK CHEWABLE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,30/11/2026,,0,84.00
CANDID B CREAM 0.025% 15G GLENMARK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCC1234,31/07/2026,Tube,0,29.70
EXTRA VIRGIN AMEN OLIVE OIL 40ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOIKKJDRZ000987,31/07/2024,ml,0,14.00
FAMA COD TABLETS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFHHKKJDRZ000987,31/07/2025,Tablet,0,5.00
TIGER CAPS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,31/07/2024,Capsules,0,24.00
ZUBES LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/07/2026,Tablets,0,3.00
ZUBES EXPECTORANT 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,31/07/2024,Bottle,0,24.00
LEXSPORIN ANTIBIOTIC OINTMENT 20G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,31/07/2026,Tube,3,70.00
GYNO MYCOLEX MICONAZOLE 400MG PESS 3'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFF1234,31/07/2026,Tablet,0,59.00
KY JELLY 82G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSKKJDRZ000987,31/07/2027,Tube,1,100.00
BENYLIN CHILDREN NIGHR COUGH 6 YRS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBKKJDRZ000987,31/07/2025,Bottle,0,68.00
BENYLIN CHILDREN DRY COUGH AND SORE THROAT SYRUP 1YR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,mmKKJDRZ000987,31/07/2027,Bottle,1,103.00
MIST EXPECT SED,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkdfRM228,31/10/2025,gram,0,10.00
MIST SENNACO 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKVH00098,31/03/2026,ml,7,7.00
METHYLATED SPIRIT 60ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMPFT0098Y,28/02/2027,Bottle,8,5.60
RUBBING ALCOHOL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRMT009I6,31/03/2025,Bottle,0,25.00
AMOKSICLAV 312/5ML SUSPENSION,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AANNMNJ6643,25/06/2024,Box,0,30.00
LEXPORIN 2OG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLNJ6643,31/05/2025,gram,0,75.00
KOFOF COUGH SYRUP CHILD,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIUYKKJDRZ000987,31/05/2024,ml,0,8.00
CARBOZAP JUNIOR  100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHYTNJ6643,30/04/2024,Bottle,0,8.00
GV FLUC FLUCONAZOLE 150MG TAB 1'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGTRNJ6643,30/11/2023,Pack,0,10.00
STARDIUM CAPS USP 2MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJSSLFT000987,31/07/2024,sachet,0,3.00
STOPKOF COLD & CATARRH TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLFT000987,30/06/2024,Tablets,0,18.00
MENOPACE ORIGINAL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,30/11/2023,Tablets,2,160.00
COLDIRON SYRUP 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJUATL20094,31/01/2026,Bottle,0,25.00
ZINC OXIDE ADHESIVE PLASTER SMALL 1INC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZNJ6643,29/06/2024,Piece,0,4.00
ROBB JAR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRNJ6643,30/06/2027,Cream,15,9.00
COARTEM TAB 20/120 18'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIIJHGG87,27/02/2024,Tab,0,60.00
FLEMING AMOXICILLIN/CLAVULANIC TABS 1000MG 14'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ssNJ6643,31/10/2025,Tablet,0,75.00
Paracetamol (Exeter) 125ml Syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKNJ6643,30/06/2024,ml,0,5.00
FLEMING 457 70ML SANOFI,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKLLKKJDRZ000987,30/06/2024,Container,0,45.00
SOOTHING STROBIN LOZENGES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLK1234,31/07/2026,Strip,1,3.60
RELCER ANTACID GEL SUSP 180ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HH1234,30/06/2024,ml,0,15.00
RES-Q SUSPENSION 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SS1234,04/06/2024,Bottle,0,13.00
WELLKID SUSP. 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKKLLKKJDRZ000987,30/06/2026,Bottle,1,191.00
LUEX BABY COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLL1234,31/01/2027,ml,6,42.00
NIZORAL CREAM KETOCONAZOLE 15G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLLKKJDRZ000987,30/06/2025,gram,0,71.00
LUEX CHILDREN'S CHESTY COUGH SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IILLKKJDRZ000987,30/06/2025,ml,0,42.00
VIT C CHEWABLE VITARENEW,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HH1234,30/06/2024,gram,0,30.00
ZEDEX HERBAL 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJLLKKJDRZ000987,30/06/2024,Bottle,0,11.00
BRO-ZEDEX COUGH SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHLLKKJDRZ000987,30/06/2024,Bottle,0,21.00
ZIRTEK SYR,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZLLKKJDRZ000987,30/06/2024,Bottle,0,82.00
HISTAZINE CETIRIZINE 5MG/5ML SYRUP 60ML ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKJDRZ000987,30/06/2025,Bottle,0,14.00
NESBEN ALBENDAZOLE 100MG/5ML SUSP 20ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNLLKKJDRZ000987,31/08/2026,Bottle,0,15.00
SILDENAFIL 50MG TAB 8'S TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,30/04/2024,Tablet,1,28.00
DOXYCYCLINE 100MG CAPS 100'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,30/04/2024,Tablet,0,5.00
MINAMINO SYRUP 200ML B/S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKMTTss112360,30/03/2026,ml,4,117.00
GAVISCON ANTACID 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGKKJDRZ000987,30/09/2024,ml,0,82.00
JET 2 INHALER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJJ1234,31/08/2025,Pack,2,15.00
FEROGLOBIN LIQUID 500ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FF1234,30/04/2024,Bottle,0,122.00
AMPICILLIN SUSP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSkkkoiiugggffgf9,30/04/2024,Box,0,5.00
Azithromycin (Zithromax )Cap 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IzzUUUGG56GT,30/04/2027,gram,1,199.00
BIOFERON SYRUP 200ML SANOFI,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IUUUGG56GT,31/03/2023,Bottle,0,27.00
NUROFEN SYRUP STRAWBERRY 00ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNFSSDFF0098J,01/02/2025,Bottle,0,79.00
TAB ATENOLOL 50MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYBIO99909,31/03/2027,Tab,4,19.50
CORTISONE HYDROCORTISONE 1% CREAM 15G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FYDOIGFF09JJJ,30/11/2024,Tube,0,23.00
BENYLIN INFANT'S COUGH,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BFSDERR4409OI,30/01/2026,ml,0,119.00
EPANOL SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EPSSDERR4409OI,31/05/2026,Box,0,15.00
PIRITON SYRUP (CHLORPHENAMINE) 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRTMRTYY889,31/01/2027,ml,3,149.00
CETIRIZINE SYRUP OZINE 60ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBIO99909,31/01/2023,ml,0,8.00
NIFEDI-DENK 20MG 100'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MFOIGFF09JJJ,28/02/2026,Strip,0,2.00
METFORMIN DENK 1000 TAB BLISTER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MRTYY889,31/05/2027,Strip,26,4.50
CARVEDILOL 12.5MG TAB 28S' (TEVA),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSSZN00987,30/04/2025,Pack,0,18.00
K Y LUBRICATING JELLY 57G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,30/04/2024,Tube,0,54.00
MOTHERCARE GRIPE WATER (EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,31/03/2024,ml,0,20.00
LORATIDINE TABLET 10MG(LORATYN),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UYYYGGFD,31/03/2024,gram,0,10.00
BENYLIN 4FLU LIQUID 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1JJ12360TMMM,31/03/2023,ml,0,61.00
EXOCLAV ORAL SUSP. 228.5 EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHMC0098T,31/03/2024,ml,0,18.00
EXOCLAV ORAL SUSP. 228.5 EXETER,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MPCT00008UKKKKKK,31/03/2024,ml,0,18.00
JOHNSON BABY COTTON BUDS 200PCS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGkkkoiiugggffgf9,31/03/2025,Piece,0,29.00
SALBUTALIN SYRUP 200ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkkoiiugggffgf9,31/07/2026,Bottle,3,18.00
VITAMIN C SYRUP ABC,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNNNLLKKJDRZ000987,31/01/2025,ml,0,11.00
FISHERMAN'S FRIEND LOZENGE 25G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987kkk,31/03/2025,Pack,0,19.00
FISHERMAN'S FRIEND LOZENGE 25G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987kkl,31/03/2025,Pack,0,9.00
FISHERMAN'S FRIEND,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,31/03/2025,Tablets,0,11.00
RIZOLE  METRONIDAZOLE 200MG/5ML  100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRLLKKJDRZ000987,29/02/2024,Bottle,0,8.00
CADIPHEN COUGH EXPECTORANT 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHHJJJUY,29/02/2024,ml,0,17.00
BENYLIN DRY & TICKLY COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTYLLKKJDRZ000987,28/02/2027,Bottle,2,173.00
GEBEXINE TABS 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOILLKKJDRZ000987,29/02/2024,gram,0,25.00
LUEX ADULT CHESTY COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIULLKKJDRZ000987,28/02/2025,Bottle,0,44.50
DAY NURSE LIQUID,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKIOLKKJDRZ000987,28/02/2024,ml,0,198.00
TADALAFIL TAB 20MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YTDRZ000987,31/05/2023,Box,0,36.00
SPRING VALLEY OMEGA 3 1000MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLLKKJDRZ000987,31/07/2022,ml,0,80.00
ZINCOFER CAPSULES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,bbhhhj0989,31/05/2024,Milligram,0,63.00
ASPANOL PRODUCTIVE COUGH SYRUP 125ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,31/01/2024,ml,0,13.00
SPORANOX ITRACONAZOLE 100MG CAP 15'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGKKJDRZ000987,31/01/2024,Tablet,0,125.00
VIAGRA 50MG 4',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJDRZ000987,31/01/2025,mg,0,177.30
BETAFENA SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOLLKKJDRZ000987,31/01/2024,ml,0,11.00
TOBUFEN SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PLLKKJDRZ000987,31/01/2024,ml,0,9.00
BELLA COUGH SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKDRZ000987,31/01/2024,ml,0,9.00
STOPKOF ADULT COUGH SYRUP 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,31/01/2027,Bottle,10,22.00
STOPKOF COLD & CATARRH 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLLKKJDRZ000987,31/01/2026,Bottle,0,27.70
STOPKOF DRY COUGH SYRUP  100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKDRZ000987,31/01/2027,Bottle,2,25.00
ADULT DRY COUGH SYRUP (LUEX) 100ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,31/05/2025,Box,0,45.00
KOFOF ADULT COUGH SYRUP 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,31/01/2024,Bottle,0,8.00
KOFOF FAMILY SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,31/01/2024,ml,0,8.00
ZANZA GARLIC CAPS 60'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHLLKKJDRZ000987,30/11/2024,pc,0,10.00
ECL VITAMIN B COMPLEX,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,31/01/2027,Bottle,53,1.00
SANITIZER SPRAY,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GHLLKKJDRZ000987,30/04/2022,pc,0,24.00
OMIZEC CAPS 20MG 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPOLLKKJDRZ000987,31/01/2024,Box,0,29.00
UPRONE 20MG CAPS 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IPLLKKJDRZ000987,31/07/2024,pc,0,15.00
OMPRA 20MG 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPLLKKJDRZ000987,31/01/2024,Box,0,10.00
ES-VCD 40MG ESOMEPRAZOLE TAB,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNLLKKJDRZ000987,31/01/2024,Box,0,27.00
DIPHEX ANTITUSSIVE,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPLLKKJDRZ000987,31/01/2023,gram,0,10.00
AZITHROMYCIN 500MG  MILPHARM,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMKLLKKJDRZ000987,31/01/2024,pc,0,30.00
ABIDEC OMEGA 3 MULTIVITE SYR 150ML,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/12/2024,Bottle,0,155.00
ENACEF CEFUROXIME 250MG TAB 10'S ECL,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,28/02/2026,Tablet,9,48.70
AXACEF 500MG 10'S (SANOFI),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKJDRZ000987,30/12/2023,Tablet,0,134.00
AXACEF 250mg (Sanofi),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKKJDRZ000987,31/12/2023,Tablet,0,59.00
BRUFEN DENK TABS 200MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,30/12/2023,pc,0,45.00
PARACETAMOL EXETER 30'S TABS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPKKJDRZ000987,31/12/2026,Pack,8,5.00
CLOTRIMAZOLE VAGINAL TABLETS USP (VAGINAX-100),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,31/12/2026,Pack,0,8.00
H'AID VIT C EFF.1000MG,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,30/12/2023,Tube,0,42.00
WELLWOMAN 70+,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKKKJDRZ000987,31/12/2026,pc,2,158.00
BRUFEN 200MG LOOSE MARK MEMMERS,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMKKJDRZ000987,30/12/2023,Tablet,0,0.30
COLLAGEN JOINTACE 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BGKKJDRZ000987,31/12/2023,Box,0,126.00
DREZ-V GEL 30G,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,31/12/2023,Box,0,23.00
ACTIFED COLD TAB 12'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,29/12/2024,Tablet,0,8.00
CRESTOR 20MG TABS ASTRAZENECA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,31/12/2023,Milligram,0,548.00
APPLE CIDER VINEGAR GUMMIES,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IIGGHHSJSEB,31/12/2023,Tube,0,180.00
ONE A DAY GUMMIES SUPPLEMENT-WOMEN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ONGGHHSJSEB,31/12/2023,Tube,0,200.00
ONE A DAY GUMMIES SUPPLEMENT-MEN,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NJKKDIDDNN0,31/12/2023,Tube,1,350.00
CRANBERRY DIETARY SUPPLEMENT,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGHHSJSEB,31/12/2023,Tube,0,200.00
ASCORON CAPS 30'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHJKKJDRZ000987,31/12/2024,Pack,0,2.50
NOVAMOL 1G SUPP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NHGVKKJDRZ000987,31/12/2023,Suppository,0,3.20
LOSARTAN 100MG TAB TEVA 28'S,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,31/12/2025,Pack,2,59.00
BENDROFLUAZIDE 5MG TABLET TEVA,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNKKJDRZ000987,31/12/2024,Tablet,3,43.00
DOMADOL CAPS 50MG PACK,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,31/12/2023,pc,0,15.00
ENTRALYN BABY COUGH SYRUP,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YHKKJDRZ000987,31/12/2024,Box,0,8.00
