PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,QUANTITY LEFT,BASE PRICE LIST,QTY,Days Left,Reorder Date
azomax azithromycin 500mg tab 3's lek,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ABGTWOO09,2026-07-31,0,107.0,1.0,0.0,2025-03-27 17:34:40.971915
atwoods bitters 177ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ATWOO09,2027-07-31,1,114.0,1.0,1.0,2025-03-27 17:34:40.971915
ascovite cee vit. c  tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASC0098,2027-07-31,5,3.6,2.7761194029850746,1.8010752688172043,2025-03-27 17:34:40.971915
atacand plus 32mg 28's pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ASTRV998,2025-07-31,6,21.6,3.176470588235294,1.888888888888889,2025-03-27 17:34:40.971915
augmentin 1g 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKB00029,2027-02-28,3,298.0,1.0789473684210527,2.7804878048780486,2025-03-27 17:34:40.971915
amoxicillin / clavulanic acid (augmentin) 457mg susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AUG00998,2026-07-31,4,175.5,1.04,3.846153846153846,2025-03-27 17:34:40.971915
azomax azithromycin 200mg/5ml susp lek,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AZXMMK98U,2026-07-31,0,96.3,1.0,0.0,2025-03-27 17:34:40.971915
bells olive oil uk 70ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BGLOO09,2027-07-31,6,18.0,1.2,5.0,2025-03-27 17:34:40.971915
cetapol syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHTYPM,2026-07-31,2,16.5,1.0845070422535212,1.8441558441558439,2025-03-27 17:34:40.971915
cetapol pm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHTPMN,2026-07-31,0,17.3,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
ciprinol tab 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CPO0UYN,2027-07-31,1,129.0,1.0909090909090908,0.9166666666666667,2025-03-27 17:34:40.971915
colodium loperamide 2mg cap 100's hovid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CLI0IGGFY,2027-07-31,2,7.2,5.612359550561798,0.3563563563563564,2025-03-27 17:34:40.971915
cotton wool s/s 100gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CHYTN009,2028-07-31,14,21.0,1.1846153846153846,11.818181818181818,2025-04-03 13:12:51.881006
diclo-denk tabs 100mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GDFHHJ2,2027-07-31,316,4.6,8.85126582278481,35.70110833035395,2025-04-27 10:24:16.731658
diclo-denk rectal 100mg 10',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GFGVH98,2027-07-31,48,8.3,3.7954545454545454,12.646706586826348,2025-04-04 09:05:56.421017
diflucan fluconazole 150mg cap pfizer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DFLLO09,2028-07-31,0,127.0,1.3137254901960784,0.0,2025-03-27 17:34:40.971915
drez solution 30ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LUYYBB,2027-07-31,1,32.5,1.0,1.0,2025-03-27 17:34:40.971915
drez solution 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LYHBH25,2027-07-31,5,63.5,1.1612903225806452,4.305555555555555,2025-03-27 17:34:40.971915
exforgehct 10mg/160mg/12.5mg novartis,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EXF0098U,2026-07-31,2,117.0,1.7647058823529411,1.1333333333333333,2025-03-27 17:34:40.971915
fiesta condoms 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLOINHH009,2027-07-31,23,9.3,1.8484848484848484,12.442622950819672,2025-04-04 04:12:03.594866
flame xtra condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FLOOI98,2026-07-31,0,5.4,1.2830188679245282,0.0,2025-03-27 17:34:40.971915
flucona fluconazole denk 100mg cap 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHGB02254,2026-07-31,0,70.0,1.0769230769230769,0.0,2025-03-27 17:34:40.971915
gebedol tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GBD00O2,2027-07-31,38,4.5,2.9714285714285715,12.788461538461538,2025-04-04 12:30:04.048838
gebedol forte,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KJIU0097,2027-07-31,0,7.0,1.4161073825503356,0.0,2025-03-27 17:34:40.971915
kiss condom,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KILK990,2027-07-31,6,8.3,2.2371794871794872,2.681948424068768,2025-03-27 17:34:40.971915
lozaty throat lozenges 24's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LOJH025,2027-07-31,99,4.0,8.576576576576576,11.543067226890757,2025-04-03 06:36:41.980318
lozaty lozenges 16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OLOI02,2025-07-31,0,3.6,9.941176470588236,0.0,2025-03-27 17:34:40.971915
lufart ds,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKIGGV25,2027-07-31,15,34.0,1.3201581027667983,11.362275449101798,2025-04-03 02:16:21.570717
lydia postpill,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LIYT0098,2027-07-31,12,21.0,2.5597633136094675,4.687933425797503,2025-03-27 17:34:40.971915
menthodex lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTHB0002,2026-07-31,0,1.5,2.0442477876106193,0.0,2025-03-27 17:34:40.971915
menthodex 200ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MJNHN002,2027-07-31,8,75.4,1.1379310344827587,7.03030303030303,2025-03-29 18:18:19.153733
menthodex 100ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKB00023,2027-02-28,2,48.0,1.0963855421686748,1.8241758241758241,2025-03-27 17:34:40.971915
metagyl metronidazole 400mg tab 280's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MHT0025,2028-07-31,46,4.0,2.2911392405063293,20.07734806629834,2025-04-11 19:26:03.844843
mycostat fluconazole 150mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MYC0025,2027-07-31,2,12.7,1.5454545454545454,1.2941176470588236,2025-03-27 17:34:40.971915
nesben albendazole 200mg tab ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NBC2250,2027-07-31,0,14.0,1.3571428571428572,0.0,2025-03-27 17:34:40.971915
nugel sus 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKH0092,2026-07-31,0,64.0,1.0,0.0,2025-03-27 17:34:40.971915
omega h3 caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OMH4432,2027-07-31,2,164.0,1.0,2.0,2025-03-27 17:34:40.971915
pregnacare plus omega-3 4s/caps 56' (d/o),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,4JFG5,2026-07-12,1,322.0,1.0,1.0,2025-03-27 17:34:40.971915
ors phyto-riker,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OIRS0024,2027-02-28,129,2.0,3.3484848484848486,38.52488687782805,2025-04-30 06:10:31.198159
paracetamol 500mg tablets (local),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PNB024,2027-07-31,34,1.5,3.6834319526627217,9.230522088353414,2025-03-31 23:06:38.080349
pregnacare conception tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PHGN0024,2026-07-31,3,187.0,1.0,3.0,2025-03-27 17:34:40.971915
strepsils original lozenge  16's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,STRE00PPPM,2026-07-31,0,5.4,8.175925925925926,0.0,2025-03-27 17:34:40.971915
tot'hema ampoules 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TT0024,2027-07-31,18,8.0,9.131868131868131,1.9711191335740073,2025-03-27 17:34:40.971915
voltfast powder 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VFL0024,2027-07-12,81,5.6,4.244094488188976,19.085343228200372,2025-04-10 19:37:34.626832
zinnat 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZMN0024,2027-07-31,0,238.0,1.1176470588235294,0.0,2025-03-27 17:34:40.971915
zulu-100 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZLL00214,2026-11-30,20,11.0,1.3658536585365855,14.642857142857142,2025-04-06 09:00:23.829058
amoksiklav 228 susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,amCEPWP2214,2025-07-31,1,67.5,1.0789473684210527,0.9268292682926829,2025-03-27 17:34:40.971915
amlodipine 10mg tab 28's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,amL018G001,2027-09-30,10,18.5,1.2160804020100502,8.223140495867769,2025-03-30 22:56:00.310758
mr.q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,QQGV0312Y,2026-04-30,0,10.4,2.6194690265486726,0.0,2025-03-27 17:34:40.971915
sencare crepe bandage 7.5cmx4.5m,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jhL017F003,2025-01-31,1,8.0,1.2,0.8333333333333334,2025-03-27 17:34:40.971915
crepe bandage 2'',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,jgL018G001,2027-02-28,4,7.0,1.1111111111111112,3.5999999999999996,2025-03-27 17:34:40.971915
"crepe bandage 4""",Oddaremma Chemists Limited,Retail,Richard Addo Owusu,gcGV0312Y,2027-01-31,9,12.0,1.2307692307692308,7.3125,2025-03-30 01:04:40.971915
tiger spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTCEPWP2214,2025-02-28,6,57.6,1.0,6.0,2025-03-28 17:34:40.971915
savlon antiseptic 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGV0312Y,2024-12-31,2,24.0,1.0,2.0,2025-03-27 17:34:40.971915
jointace  original caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddCEPWP2214,2024-07-06,0,123.0,1.0,0.0,2025-03-27 17:34:40.971915
coartem art/lumefantrine 40/480mg tab 6's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ddCEPWP2214,2024-07-05,2,100.0,1.0,2.0,2025-03-27 17:34:40.971915
bel-aqua water m/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBSAACEPWP2214,2026-02-28,17,4.0,1.853813559322034,9.170285714285715,2025-03-31 21:39:53.657629
lisinopril 10mg tab 28's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AACEPWP2214,2026-01-31,3,21.0,1.1363636363636365,2.6399999999999997,2025-03-27 17:34:40.971915
amoksiklav amoxicilin/clavulanic susp 457mg gsk,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,aaGV0312Y,2027-07-31,3,86.0,1.0666666666666667,2.8125,2025-03-27 17:34:40.971915
savlon antiseptic soln 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SAV234,2027-07-31,0,99.0,1.0,0.0,2025-03-27 17:34:40.971915
coa mixture 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCGV0312Y,2026-01-31,0,100.0,1.4859154929577465,0.0,2025-03-27 17:34:40.971915
coa plus mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBGV0312YCCC,2027-03-31,4,200.0,1.3584905660377358,2.9444444444444446,2025-03-27 17:34:40.971915
colgate double action medium toothbrush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2BSH998,2027-06-28,0,16.0,1.5,0.0,2025-03-27 17:34:40.971915
colgate extra clean brush,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BSH889,2027-06-28,1,7.0,1.3571428571428572,0.7368421052631579,2025-03-27 17:34:40.971915
mr q,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPKKY73PP,2027-06-30,54,14.5,2.0,27.0,2025-04-18 17:34:40.971915
blood pressure test,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBGV0312Y,2025-04-30,747,2.0,2.5186915887850465,296.58256029684605,2026-01-13 07:33:34.181562
gebedol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214zzGG,2027-03-31,5,4.0,2.0804289544235925,2.4033505154639174,2025-03-27 17:34:40.971915
zulu-100 tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987KK,2027-06-25,0,9.0,1.3658536585365855,0.0,2025-03-27 17:34:40.971915
lactulose solution 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G001kk,2027-03-31,1,148.5,1.0,1.0,2025-03-27 17:34:40.971915
fleming 1000mg (sanofi),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,20CQ089kk,2026-06-24,2,108.0,1.0,2.0,2025-03-27 17:34:40.971915
fleming 625,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987jj,2026-06-24,1,40.5,1.2,0.8333333333333334,2025-03-27 17:34:40.971915
vitamin c + zinc efferv. tab (bedita),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987vcc,2026-06-24,15,62.0,1.0,15.0,2025-04-06 17:34:40.971915
colgate sensitive repair & prevent 100g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UCJ7749,2026-06-24,0,32.0,1.0,0.0,2025-03-27 17:34:40.971915
luex night time cough/cold syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2EL02226,2027-05-23,2,42.6,1.0,2.0,2025-03-27 17:34:40.971915
xoc charcoal toothpaste with brush 200g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,40568,2026-10-23,0,35.0,1.0,0.0,2025-03-27 17:34:40.971915
colgate maxi cavity protection 220g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CN123J,2027-06-20,1,21.0,1.0,1.0,2025-03-27 17:34:40.971915
durex thin feel condoms 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001931959,2027-09-23,1,80.0,1.0,1.0,2025-03-27 17:34:40.971915
durex extra safe condoms 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1001945803,2027-10-23,0,79.0,1.0,0.0,2025-03-27 17:34:40.971915
midstream pregnancy test 2's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2329801,2027-01-03,0,32.0,1.25,0.0,2025-03-27 17:34:40.971915
clotrimazole 1% w/w cream care+,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,08RV,2026-10-23,3,47.0,1.0,3.0,2025-03-27 17:34:40.971915
xoc charcol m\w,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,9399,2026-07-23,0,64.0,1.0,0.0,2025-03-27 17:34:40.971915
aspirin (alka-seltzer) 324 mg tabs 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BT18C51,2027-06-30,16,6.5,4.888888888888889,3.2727272727272725,2025-03-27 17:34:40.971915
ky jelly  personal lubricant 50g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,37RB,2025-07-31,0,116.4,1.0,0.0,2025-03-27 17:34:40.971915
hydrocortisone cream 15g (lavina),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1803A,2026-06-30,0,10.4,1.5,0.0,2025-03-27 17:34:40.971915
valupak evening primrose oil 1000mg 30caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L15285,2026-05-31,0,88.0,1.0,0.0,2025-03-27 17:34:40.971915
mycostat caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L017F003kk,2027-01-31,27,12.7,1.4090909090909092,19.161290322580644,2025-04-10 21:26:56.455786
vaginax cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,L018G00122,2027-02-28,0,12.0,1.0975609756097562,0.0,2025-03-27 17:34:40.971915
nugel o antacid susp 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,2027-06-17,2,67.0,1.0930232558139534,1.8297872340425534,2025-03-27 17:34:40.971915
neoferon syrup 200ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J8S88S87,2025-06-30,1,31.0,1.0,1.0,2025-03-27 17:34:40.971915
celecoxib 200mg exeter 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HC7766H89,2025-06-30,1,58.0,1.0,1.0,2025-03-27 17:34:40.971915
permoxyl amoxicilin 125mg/5ml susp 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PKKY73PP,2026-07-31,4,16.2,1.0769230769230769,3.7142857142857144,2025-03-27 17:34:40.971915
folic acid tabs 5mg(p'nova) 1000's pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFKKY73,2027-06-10,42,1.0,3.464788732394366,12.121951219512196,2025-04-03 20:30:17.557281
dragon tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,2027-05-31,12,8.0,2.541284403669725,4.722021660649819,2025-03-27 17:34:40.971915
fisherman's friend,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,2027-09-10,10,28.0,1.4420289855072463,6.934673366834171,2025-03-29 16:00:36.750809
fluxacin flucloxacilin 500mg cap 200's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,2026-07-30,0,17.5,2.065359477124183,0.0,2025-03-27 17:34:40.971915
penicillin v 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,2025-07-30,201,4.0,4.0,50.25,2025-05-11 23:34:40.971915
e-panol paracetamol 120mg/5ml 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CEPWP2214,2027-03-31,20,15.0,1.1983471074380165,16.689655172413794,2025-04-08 10:07:47.178812
dragon spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRGV0312Y,2027-05-31,2,47.5,1.1261261261261262,1.776,2025-03-27 17:34:40.971915
levon 2 tab post pill,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LEV0312Y,2027-04-30,31,15.4,1.5493827160493827,20.00796812749004,2025-04-11 17:46:09.418130
cyprodine caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCYYWP2214,2026-08-31,2,109.2,1.1470588235294117,1.7435897435897436,2025-03-27 17:34:40.971915
lydia daily contraceptive pill,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLGV0312Y,2025-03-31,1,7.2,1.0869565217391304,0.92,2025-03-27 17:34:40.971915
nazo cream,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,2027-01-10,0,5.0,1.4850746268656716,0.0,2025-03-27 17:34:40.971915
gentian violet 60ml gv,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GV0312Y,2027-06-10,13,3.5,1.1492537313432836,11.311688311688313,2025-04-03 01:03:30.842045
citro c 100mg tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCWP2214,2027-06-30,63,3.5,4.242009132420091,14.85145317545748,2025-04-06 14:00:46.526275
mark 11 inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKY73II,2027-02-28,62,19.5,1.2916666666666667,48.0,2025-05-09 17:34:40.971915
methylated spirit prolife 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GJ47768,2025-05-31,0,12.0,1.2,0.0,2025-03-27 17:34:40.971915
proximexa 250mg tablet,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G899H990,2025-05-31,0,91.8,1.0,0.0,2025-03-27 17:34:40.971915
tab clarityne 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,G78908M0,2025-05-31,0,11.3,8.0,0.0,2025-03-27 17:34:40.971915
buscopan 10mg tab 56's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,J7F75G75G6,2025-05-31,0,3.2,5.0,0.0,2025-03-27 17:34:40.971915
angelo toothpaste,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,8J5656,2026-05-31,19,59.0,1.0,19.0,2025-04-10 17:34:40.971915
angelo collagen,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,2J5556,2026-05-31,28,25.0,2.0,14.0,2025-04-05 17:34:40.971915
pepto bismol ultra 2x concentrateed form 354 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,3193171951,2025-06-28,0,229.5,1.0,0.0,2025-03-27 17:34:40.971915
ferrous sulphate 200mg (exeter),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,0111Z,2025-07-28,0,18.9,1.1111111111111112,0.0,2025-03-27 17:34:40.971915
bragg apple cider vinegar 946mls,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,23179,2028-06-28,2,189.0,1.0,2.0,2025-03-27 17:34:40.971915
canesten clotrimazole 1% cream 20g bayer,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCX9986-5,2027-04-28,1,87.3,1.0,1.0,2025-03-27 17:34:40.971915
polyfer forte 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCC7798,2027-04-28,5,24.0,1.075,4.651162790697675,2025-03-27 17:34:40.971915
wellvite vit c+zinc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKK09,2027-04-30,14,46.0,1.325,10.566037735849058,2025-04-02 07:09:46.632292
haem up,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHX99766,2027-04-28,7,53.0,1.2,5.833333333333334,2025-03-28 13:34:40.971915
imboost herbal mixture 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGI99-7,2027-04-30,4,31.0,1.1129032258064515,3.594202898550725,2025-03-27 17:34:40.971915
adom koo 30 capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AKZ883-5,2027-04-28,2,46.0,1.0,2.0,2025-03-27 17:34:40.971915
ekurobewu,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJK9005,2027-04-30,25,11.0,1.2302158273381294,20.321637426900587,2025-04-12 01:17:50.445599
rooter tytonic 750ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VZ670334,2027-04-30,1,40.0,1.2,0.8333333333333334,2025-03-27 17:34:40.971915
rooter mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCC9965,2026-04-28,3,37.8,1.144,2.6223776223776225,2025-03-27 17:34:40.971915
diagellates elixir 250 ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFG8856,2027-04-30,6,46.0,1.0833333333333333,5.538461538461539,2025-03-28 06:30:04.048838
taabea herbal mixture 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XVC8894-2,2027-04-30,3,29.0,1.1319444444444444,2.650306748466258,2025-03-27 17:34:40.971915
gifas mixture,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GX00-776,2027-04-30,1,29.5,1.12,0.8928571428571428,2025-03-27 17:34:40.971915
gifas caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GB8829,2027-04-28,5,30.0,1.0,5.0,2025-03-27 17:34:40.971915
ramicol chloramphenicol 0.5% eye drop 10ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AXC778-6,2026-04-30,2,8.0,1.08,1.8518518518518516,2025-03-27 17:34:40.971915
ciprolex tz (ciprofloxacin 500mg + tinidazole 600mg),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XCZZ5674,2027-04-30,7,65.0,1.0963855421686748,6.384615384615384,2025-03-29 02:48:31.741146
surfaz - sn cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SD66754,2027-04-28,11,35.0,1.3548387096774193,8.11904761904762,2025-03-30 20:26:06.686201
lofnac gel 30gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IOU88-78,2027-04-30,16,14.0,1.1219512195121952,14.26086956521739,2025-04-05 23:50:20.102350
zubes extra strong 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,XZV55-7,2027-04-30,4,43.0,1.0769230769230769,3.7142857142857144,2025-03-27 17:34:40.971915
zubes childrens cough syrup 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHI88376,2027-06-30,3,30.0,1.0810810810810811,2.775,2025-03-27 17:34:40.971915
borges olive oil b/s(250ml),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGH990-8,2026-04-30,1,95.0,1.0,1.0,2025-03-27 17:34:40.971915
borges olive oil 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KII05564,2026-04-30,0,58.5,1.1518987341772151,0.0,2025-03-27 17:34:40.971915
starwins milk of magnesia 120ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VXZ881156,2027-04-30,5,21.5,1.0476190476190477,4.7727272727272725,2025-03-27 17:34:40.971915
plaster roll 2',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GP66057,2027-04-30,11,18.2,1.0930232558139534,10.063829787234043,2025-04-01 19:06:35.865532
viscof-d syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VD66715,2027-04-30,5,51.0,1.0517241379310345,4.754098360655738,2025-03-27 17:34:40.971915
actifed dry cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IMX3378,2026-04-30,0,114.0,1.0555555555555556,0.0,2025-03-27 17:34:40.971915
coldrilif capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FYK5571,2027-04-30,17,8.0,1.440203562340967,11.803886925795052,2025-04-03 12:52:16.802304
