,CATEGORY,PRODUCT,DATE,CUSTOMER NAME,STATUS,INVOICE NUMBER,UNIT,QTY,UNIT PRICE,TOTAL AMOUNT,ENCOUNTER TYPE,CREATED BY
23546,Non-medical,MUCOTIN CHILD SYRUP 2% 100ML,2024-02-04,,Paid,IN-OCL-028702-6,ml,1,17.0,17.0,walk-in,Stella Anane
23551,Non-medical,DRAGON SPRAY,2024-02-04,,Paid,IN-OCL-028697-4,Pack,1,40.0,40.0,walk-in,Stella Anane
23548,Non-medical,DYNEWELL 200MLSYRUP,2024-02-04,,Paid,IN-OCL-028700-5,ml,2,10.0,20.0,walk-in,Stella Anane
23549,Non-medical,CLOSOL CREAM 30g,2024-02-04,,Paid,IN-OCL-028699-8,Tube,1,10.0,10.0,walk-in,Stella Anane
23550,Non-medical,METHYLATED SPIRIT 60ML,2024-02-04,,Paid,IN-OCL-028698-1,Bottle,1,5.0,5.0,walk-in,Stella Anane
23541,Non-medical,ASMANOL TABS,2024-02-04,,Paid,IN-OCL-028707-8,Tablets,10,2.0,20.0,walk-in,Stella Anane
23547,Non-medical,EFPAC TABLETS,2024-02-04,,Paid,IN-OCL-028701-4,Strip,2,3.0,6.0,walk-in,Stella Anane
23540,Non-medical,VERMOX ORAL TABLET 500MG,2024-02-04,,Paid,IN-OCL-028708-9,,1,24.0,24.0,walk-in,Stella Anane
23534,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-04,,Paid,IN-OCL-028713-9,,1,3.0,3.0,walk-in,Stella Anane
23538,Non-medical,DUREX FEELS CONDOMS 3'S,2024-02-04,,Paid,IN-OCL-028710-9,Piece,1,19.0,19.0,walk-in,Stella Anane
23537,Non-medical,LYDIA POSTPILL,2024-02-04,,Paid,IN-OCL-028711-5,Pack,1,15.0,15.0,walk-in,Stella Anane
23536,Non-medical,NUGEL O ANTACID SUSP 200ML,2024-02-04,,Paid,IN-OCL-028712-4,Bottle,1,66.0,66.0,walk-in,Stella Anane
23535,Non-medical,ORS PHYTO-RIKER,2024-02-04,,Paid,IN-OCL-028712-4,gram,3,2.0,6.0,walk-in,Stella Anane
23533,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-02-04,,Paid,IN-OCL-028714-6,Bottle,1,15.0,15.0,walk-in,Stella Anane
23532,Non-medical,VISCOF-S EXPECTORANT,2024-02-04,,Paid,IN-OCL-028715-4,Bottle,1,42.0,42.0,walk-in,Stella Anane
23531,Medical,BLOOD PRESSURE TEST,2024-02-04,,Paid,IN-OCL-028716-8,gram,1,2.0,2.0,walk-in,Stella Anane
23530,Non-medical,LOFNAC-100 SUPP,2024-02-04,,Paid,IN-OCL-028717-6,Suppossitory,2,2.0,4.0,walk-in,Stella Anane
23529,Non-medical,PILEX TAB 100'S HIMALAYA,2024-02-04,,Paid,IN-OCL-028718-0,Tablet,1,96.0,96.0,walk-in,Stella Anane
23552,Non-medical,PREGNANCY TEST KITS,2024-02-04,,Paid,IN-OCL-028696-8,Box,2,5.0,10.0,walk-in,Stella Anane
23539,Non-medical,NO.10 LIVERSALT ERN,2024-02-04,,Paid,IN-OCL-028709-9,sachet,1,2.0,2.0,walk-in,Stella Anane
23553,Medical,COTTON WOOL 50MG,2024-02-04,,Paid,IN-OCL-028694-4,Piece,1,12.0,12.0,walk-in,Stella Anane
23545,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-04,,Paid,IN-OCL-028703-1,Pack,2,5.0,10.0,walk-in,Stella Anane
23555,Medical,COTTON WOOL 50MG,2024-02-04,,Paid,IN-OCL-028694-1,Piece,1,12.0,12.0,walk-in,Stella Anane
23554,Non-medical,HYDROGEN PEROXIDE LOCAL,2024-02-04,,Paid,IN-OCL-028694-4,ml,3,8.0,24.0,walk-in,Stella Anane
23578,Non-medical,MR.Q,2024-02-04,,Paid,IN-OCL-028679-6,Tab,1,10.0,10.0,walk-in,Stella Anane
23577,Non-medical,NUGEL ANTACID SUSP 200ML,2024-02-04,,Paid,IN-OCL-028680-5,Bottle,1,65.0,65.0,walk-in,Stella Anane
23576,Non-medical,KAMACLOX MOUTHWASH 300ML,2024-02-04,,Paid,IN-OCL-028681-5,Bottle,1,23.0,23.0,walk-in,Stella Anane
23575,Non-medical,ABONIKI BALM 25G,2024-02-04,,Paid,IN-OCL-028681-5,Container,1,12.0,12.0,walk-in,Stella Anane
23574,Non-medical,ZULU-100 TABS,2024-02-04,,Paid,IN-OCL-028681-5,Tablets,1,9.0,9.0,walk-in,Stella Anane
23572,Medical,BEL-AQUA WATER M/S,2024-02-04,,Paid,IN-OCL-028682-6,ml,1,3.0,3.0,walk-in,Stella Anane
23571,Non-medical,VISCOF-D SYRUP 100ML,2024-02-04,,Paid,IN-OCL-028683-1,Bottle,1,42.0,42.0,walk-in,Stella Anane
23570,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-04,,Paid,IN-OCL-028684-0,Pack,1,5.0,5.0,walk-in,Stella Anane
23569,Non-medical,LOSARTAN 50MG TAB 28'S TEVA,2024-02-04,,Paid,IN-OCL-028685-8,Pack,1,48.0,48.0,walk-in,Stella Anane
23568,Non-medical,COA MIXTURE 250ml,2024-02-04,,Paid,IN-OCL-028685-8,Container,1,120.0,120.0,walk-in,Stella Anane
23567,Medical,AWAKE WATER 500ML,2024-02-04,,Paid,IN-OCL-028686-9,ml,1,2.0,2.0,walk-in,Stella Anane
23573,Medical,BEL-AQUA ACTIVE,2024-02-04,,Paid,IN-OCL-028682-6,Bottle,2,4.0,8.0,walk-in,Stella Anane
23565,Non-medical,LOFNAC GEL 30GM,2024-02-04,,Paid,IN-OCL-028688-9,Tube,1,15.0,15.0,walk-in,Stella Anane
23566,Non-medical,FIESTA CONDOMS CLASSIC,2024-02-04,,Paid,IN-OCL-028687-4,gram,1,7.0,7.0,walk-in,Stella Anane
23556,Non-medical,HYDROGEN PEROXIDE LOCAL,2024-02-04,,Paid,IN-OCL-028694-1,ml,3,8.0,24.0,walk-in,Stella Anane
23557,Non-medical,GLUCO-NAF-D (PLAIN),2024-02-04,,Paid,IN-OCL-028694-4,pc,1,38.0,38.0,walk-in,Stella Anane
23558,Non-medical,GLUCO-NAF-D (PLAIN),2024-02-04,,Paid,IN-OCL-028694-1,pc,1,38.0,38.0,walk-in,Stella Anane
23560,Non-medical,BORIC ACID SPIRIT EAR DROP KOSA,2024-02-04,,Paid,IN-OCL-028692-8,Vial,1,9.0,9.0,walk-in,Stella Anane
23559,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-04,,Paid,IN-OCL-028693-0,,2,3.0,6.0,walk-in,Stella Anane
23562,Non-medical,EFPAC TABLETS,2024-02-04,,Paid,IN-OCL-028690-1,Strip,1,3.0,3.0,walk-in,Stella Anane
23579,Non-medical,COMIT-50  TABS,2024-02-04,,Paid,IN-OCL-028678-0,Tablets,1,20.0,20.0,walk-in,Stella Anane
23563,Medical,AWAKE WATER 500ML,2024-02-04,,Paid,IN-OCL-028689-8,ml,1,2.0,2.0,walk-in,Stella Anane
23564,Non-medical,VERMOX ORAL TABLET 500MG,2024-02-04,,Paid,IN-OCL-028688-9,,1,24.0,24.0,walk-in,Stella Anane
23561,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-02-04,,Paid,IN-OCL-028691-3,,5,2.0,10.0,walk-in,Stella Anane
23482,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-05,,Paid,IN-OCL-028743-7,,2,3.0,6.0,walk-in,Stella Anane
23486,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-05,,Paid,IN-OCL-028740-0,,1,3.0,3.0,walk-in,Stella Anane
23483,Non-medical,CONGESTYL TAB 12'S,2024-02-05,,Paid,IN-OCL-028743-7,Strip,1,21.0,21.0,walk-in,Stella Anane
23484,Non-medical,DORETA TAB,2024-02-05,,Paid,IN-OCL-028742-3,Tab,10,6.0,60.0,walk-in,Stella Anane
23485,Non-medical,ZULU-100 TABS,2024-02-05,,Paid,IN-OCL-028741-5,Tablets,1,9.0,9.0,walk-in,Stella Anane
23487,Medical,AWAKE WATER 500ML,2024-02-05,,Paid,IN-OCL-028739-5,ml,1,2.0,2.0,walk-in,Stella Anane
23494,Non-medical,EVECARE CAPSULES 30 (HIMALAYA),2024-02-05,,Paid,IN-OCL-028735-9,Box,1,121.0,121.0,walk-in,Stella Anane
23489,Non-medical,DORETA TAB,2024-02-05,,Paid,IN-OCL-028739-5,Tab,10,6.0,60.0,walk-in,Stella Anane
23490,Non-medical,PREGNANCY TEST KITS,2024-02-05,,Paid,IN-OCL-028738-5,Box,1,5.0,5.0,walk-in,Stella Anane
23491,Non-medical,INFA V CLOTRIMAZOLE VAGINAL PESS 6'S,2024-02-05,,Paid,IN-OCL-028737-5,Tablet,1,53.0,53.0,walk-in,Stella Anane
23492,Non-medical,ZYMAX AZITHROMYCIN 500MG TAB 3'S,2024-02-05,,Paid,IN-OCL-028737-5,Tablet,1,34.0,34.0,walk-in,Stella Anane
23481,Non-medical,VERMOX ORAL TABLET 500MG,2024-02-05,,Paid,IN-OCL-028744-2,,2,24.0,48.0,walk-in,Stella Anane
23488,Non-medical,OLFEN GEL 50G,2024-02-05,,Paid,IN-OCL-028739-5,Tube,1,68.0,68.0,walk-in,Stella Anane
23480,Non-medical,ABONIKI BALM 25G,2024-02-05,,Paid,IN-OCL-028744-2,Container,1,12.0,12.0,walk-in,Stella Anane
23467,Non-medical,CLOSOL CREAM 30g,2024-02-05,,Paid,IN-OCL-028748-4,Tube,1,10.0,10.0,walk-in,Stella Anane
23478,Non-medical,MARTINS LIVER SALT LEMON,2024-02-05,,Paid,IN-OCL-028745-7,sachet,1,2.0,2.0,walk-in,Stella Anane
23477,Non-medical,TADOL TRAMADOL 100MG CAPS 30'S,2024-02-05,,Paid,IN-OCL-028746-9,Tablet,3,9.0,27.0,walk-in,Stella Anane
23476,Medical,BLOOD PRESSURE TEST,2024-02-05,,Paid,IN-OCL-028746-9,gram,1,2.0,2.0,walk-in,Stella Anane
23475,Non-medical,CONGESTYL TAB 12'S,2024-02-05,,Partial paid,IN-OCL-028747-8,Strip,1,21.0,21.0,walk-in,Stella Anane
23474,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-05,,Partial paid,IN-OCL-028747-8,,2,3.0,6.0,walk-in,Stella Anane
23473,Non-medical,OPTREX MULTI ACTION EYE WASH 100ML,2024-02-05,,Partial paid,IN-OCL-028747-8,Bottle,1,129.0,129.0,walk-in,Stella Anane
23472,Non-medical,PREGNANCY TEST KITS,2024-02-05,,Partial paid,IN-OCL-028747-8,Box,1,5.0,5.0,walk-in,Stella Anane
23471,Non-medical,FISHERMAN'S FRIEND LOZENGE 25G,2024-02-05,,Partial paid,IN-OCL-028747-8,Pack,1,19.0,19.0,walk-in,Stella Anane
23470,Non-medical,DECATYLEN LOZENGES 20'S ACINO,2024-02-05,,Partial paid,IN-OCL-028747-8,Tablet,5,4.5,22.5,walk-in,Stella Anane
23469,Non-medical,Gebedol,2024-02-05,,Partial paid,IN-OCL-028747-8,Pack,1,5.0,5.0,walk-in,Stella Anane
23468,Non-medical,LYDIA POSTPILL,2024-02-05,,Partial paid,IN-OCL-028747-8,Pack,1,15.0,15.0,walk-in,Stella Anane
23495,Non-medical,M2-TONE TABLETS,2024-02-05,,Paid,IN-OCL-028735-9,Pack,1,129.0,129.0,walk-in,Stella Anane
23466,Medical,KISS CONDOM,2024-02-05,,Paid,IN-OCL-028749-0,sachet,1,6.0,6.0,walk-in,Stella Anane
23479,Non-medical,"CREPE BANDAGE 4""",2024-02-05,,Paid,IN-OCL-028744-2,Roll,1,10.0,10.0,walk-in,Stella Anane
23496,Non-medical,MASCULAN DAS KONDOM VELVET LUBRICANT GEL,2024-02-05,,Paid,IN-OCL-028734-5,Tube,1,57.0,57.0,walk-in,Stella Anane
23493,Non-medical,Para-denk supp. 125mg,2024-02-05,,Paid,IN-OCL-028736-7,pc,1,5.0,5.0,walk-in,Stella Anane
23498,Non-medical,MULTIVITAMIN TABLET,2024-02-05,,Paid,IN-OCL-028734-5,,1,1.0,1.0,walk-in,Stella Anane
23528,Non-medical,BLOOD GLUCOSE CHECK,2024-02-05,,Paid,IN-OCL-028719-3,gram,1,10.0,10.0,walk-in,Stella Anane
23497,Non-medical,PENICILIN V 125MG,2024-02-05,,Paid,IN-OCL-028734-5,,1,3.0,3.0,walk-in,Stella Anane
23527,Non-medical,RAPINOL TAB,2024-02-05,,Paid,IN-OCL-028720-5,Tab,5,2.0,10.0,walk-in,Stella Anane
23526,Non-medical,OMEZOLE OMEPRAZOLE CAPS 20MG 200'S,2024-02-05,,Paid,IN-OCL-028721-7,Pack,1,6.0,6.0,walk-in,Stella Anane
23525,Non-medical,Gastrone Plus 200ml,2024-02-05,,Paid,IN-OCL-028721-7,ml,1,40.0,40.0,walk-in,Stella Anane
23524,Non-medical,BLOOD GLUCOSE CHECK,2024-02-05,,Paid,IN-OCL-028722-4,gram,1,10.0,10.0,walk-in,Stella Anane
23523,Medical,Disposable Gloves 1 Pair,2024-02-05,,Paid,IN-OCL-028722-4,pc,1,2.0,2.0,walk-in,Stella Anane
23522,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-05,,Paid,IN-OCL-028723-2,Pack,1,5.0,5.0,walk-in,Stella Anane
23521,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-05,,Paid,IN-OCL-028723-2,,1,3.0,3.0,walk-in,Stella Anane
23519,Non-medical,AMOXICILLIN / CLAVULANIC ACID (AUGMENTIN) 228MG SUSP,2024-02-05,,Paid,IN-OCL-028725-4,ml,1,115.0,115.0,walk-in,Stella Anane
23518,Non-medical,ABONIKI BALM 25G,2024-02-05,,Paid,IN-OCL-028726-3,Container,1,12.0,12.0,walk-in,Stella Anane
23517,Medical,BEL-AQUA ACTIVE,2024-02-05,,Paid,IN-OCL-028727-8,Bottle,1,4.0,4.0,walk-in,Stella Anane
23516,Non-medical,Gebedol,2024-02-05,,Paid,IN-OCL-028728-5,Pack,1,5.0,5.0,walk-in,Stella Anane
23515,Non-medical,TAABEA HERBAL MIXTURE 500ML,2024-02-05,,Paid,IN-OCL-028729-5,ml,1,29.0,29.0,walk-in,Stella Anane
23514,Non-medical,DYNEWELL TABS,2024-02-05,,Paid,IN-OCL-028729-5,ml,1,2.0,2.0,walk-in,Stella Anane
23520,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-02-05,,Paid,IN-OCL-028724-3,Tablet,1,7.0,7.0,walk-in,Stella Anane
23512,Non-medical,GASTRONE ANTACID SUSP 200ML,2024-02-05,,Paid,IN-OCL-028731-0,Bottle,1,39.0,39.0,walk-in,Stella Anane
23499,Non-medical,Gebedol,2024-02-05,,Paid,IN-OCL-028734-5,Pack,1,5.0,5.0,walk-in,Stella Anane
23513,Non-medical,CHLORPHENIRAMINE 4MG TAB 1000'S PHARMANOVA,2024-02-05,,Paid,IN-OCL-028730-9,Tablet,1,4.0,4.0,walk-in,Stella Anane
23501,Medical,BLOOD PRESSURE TEST,2024-02-05,,Paid,IN-OCL-028734-5,gram,1,2.0,2.0,walk-in,Stella Anane
23502,Non-medical,DREZ OINTMENT 10GM,2024-02-05,,Paid,IN-OCL-028734-5,Tube,1,28.0,28.0,walk-in,Stella Anane
23503,Non-medical,LYDIA POSTPILL,2024-02-05,,Paid,IN-OCL-028734-5,Pack,1,15.0,15.0,walk-in,Stella Anane
23504,Non-medical,SANA NORMAL SALINE 0.9% NASAL DROPS (10ML),2024-02-05,,Paid,IN-OCL-028734-5,Drop,2,6.0,12.0,walk-in,Stella Anane
23505,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-05,,Paid,IN-OCL-028734-5,Pack,3,5.0,15.0,walk-in,Stella Anane
23500,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-05,,Paid,IN-OCL-028734-5,,2,3.0,6.0,walk-in,Stella Anane
23507,Non-medical,METRONIDAZOLE 400MG BEDA,2024-02-05,,Paid,IN-OCL-028734-5,Box,1,14.0,14.0,walk-in,Stella Anane
23508,Non-medical,SKYCEF 500,2024-02-05,,Paid,IN-OCL-028734-5,,2,42.0,84.0,walk-in,Stella Anane
23509,Non-medical,INFA V CLOTRIMAZOLE VAGINAL PESS 6'S,2024-02-05,,Paid,IN-OCL-028734-5,Tablet,1,53.0,53.0,walk-in,Stella Anane
23510,Non-medical,GASTRONE TABS,2024-02-05,,Paid,IN-OCL-028733-3,Tablets,1,8.0,8.0,walk-in,Stella Anane
23506,Non-medical,DOXYCYCLINE 100MG - ERNEST CHEMIST,2024-02-05,,Paid,IN-OCL-028734-5,sachet,2,8.0,16.0,walk-in,Stella Anane
23511,Non-medical,CYFEN SYRUP 200ML,2024-02-05,,Paid,IN-OCL-028732-4,Bottle,1,40.0,40.0,walk-in,Stella Anane
23417,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028783-5,,1,3.0,3.0,walk-in,Stella Anane
23418,Non-medical,PREGNANCY TEST KITS,2024-02-06,,Paid,IN-OCL-028783-5,Box,1,5.0,5.0,walk-in,Stella Anane
23419,Non-medical,BELLS OLIVE OIL UK 70ML,2024-02-06,,Paid,IN-OCL-028782-3,Liquid,1,41.0,41.0,walk-in,Stella Anane
23420,Non-medical,DUREX FEELS CONDOMS 3'S,2024-02-06,,Paid,IN-OCL-028782-3,Piece,1,19.0,19.0,walk-in,Stella Anane
23421,Non-medical,Metformin (Denk)500mg Tab,2024-02-06,,Paid,IN-OCL-028781-2,gram,2,16.0,32.0,walk-in,Stella Anane
23422,Non-medical,Gastrone Plus 200ml,2024-02-06,,Paid,IN-OCL-028780-4,ml,1,40.0,40.0,walk-in,Stella Anane
23423,Non-medical,PARA-DENK PARACETAMOL 250MG SUPP 10'S,2024-02-06,,Paid,IN-OCL-028779-3,Tablet,6,6.0,36.0,walk-in,Stella Anane
23425,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-02-06,,Paid,IN-OCL-028778-1,Pack,1,20.0,20.0,walk-in,Stella Anane
23426,Non-medical,WORMPLEX 400 TAB,2024-02-06,,Paid,IN-OCL-028777-5,,2,15.0,30.0,walk-in,Stella Anane
23427,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028777-5,,1,3.0,3.0,walk-in,Stella Anane
23428,Non-medical,TAABEA HERBAL MIXTURE 500ML,2024-02-06,,Paid,IN-OCL-028775-2,ml,1,29.0,29.0,walk-in,Stella Anane
23429,Non-medical,TAABEA HERBAL MIXTURE 500ML,2024-02-06,,Paid,IN-OCL-028775-5,ml,1,29.0,29.0,walk-in,Stella Anane
23430,Non-medical,LONART 20/120 24G/60ML,2024-02-06,,Paid,IN-OCL-028774-0,ml,1,26.0,26.0,walk-in,Stella Anane
23424,Non-medical,PREGNANCY TEST KITS,2024-02-06,,Paid,IN-OCL-028778-1,Box,1,5.0,5.0,walk-in,Stella Anane
23416,Non-medical,NASAL INHALER LUEX,2024-02-06,,Paid,IN-OCL-028784-4,Container,1,14.0,14.0,walk-in,Stella Anane
23401,Non-medical,WORMPLEX 400 TAB,2024-02-06,,Paid,IN-OCL-028794-3,,1,15.0,15.0,walk-in,Stella Anane
23414,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028785-6,,1,3.0,3.0,walk-in,Stella Anane
23413,Non-medical,RAPINOL TAB,2024-02-06,,Paid,IN-OCL-028786-8,Tab,1,2.0,2.0,walk-in,Stella Anane
23412,Non-medical,Gebedol,2024-02-06,,Paid,IN-OCL-028787-6,Pack,1,5.0,5.0,walk-in,Stella Anane
23411,Non-medical,ORS PHYTO-RIKER,2024-02-06,,Paid,IN-OCL-028788-0,gram,3,2.0,6.0,walk-in,Stella Anane
23410,Non-medical,ZINTAB 10 DISPERSIBLE TAB MGP,2024-02-06,,Paid,IN-OCL-028788-0,Tablet,1,2.0,2.0,walk-in,Stella Anane
23409,Medical,AWAKE WATER 500ML,2024-02-06,,Paid,IN-OCL-028788-0,ml,1,2.0,2.0,walk-in,Stella Anane
23408,Non-medical,FLUXACIN FLUCLOXACILIN 250MG CAP 500'S ECL,2024-02-06,,Paid,IN-OCL-028789-3,Tablet,1,8.0,8.0,walk-in,Stella Anane
23407,Non-medical,TEETHING MIXTURE ECL,2024-02-06,,Paid,IN-OCL-028790-0,Syrup,1,23.0,23.0,walk-in,Stella Anane
23406,Non-medical,Cetirizine Syrup (Cetrizan),2024-02-06,,Paid,IN-OCL-028790-0,ml,1,16.0,16.0,walk-in,Stella Anane
23405,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028791-0,,1,3.0,3.0,walk-in,Stella Anane
23404,Medical,AWAKE WATER 500ML,2024-02-06,,Paid,IN-OCL-028792-3,ml,1,2.0,2.0,walk-in,Stella Anane
23403,Medical,BLOOD PRESSURE TEST,2024-02-06,,Paid,IN-OCL-028792-3,gram,1,2.0,2.0,walk-in,Stella Anane
23402,Non-medical,DICLO-DENK TABS 100MG,2024-02-06,,Paid,IN-OCL-028793-1,Box,10,4.5,45.0,walk-in,Stella Anane
23431,Non-medical,Cetirizine Syrup (Cetrizan),2024-02-06,,Paid,IN-OCL-028774-0,ml,1,16.0,16.0,walk-in,Stella Anane
23415,Non-medical,VERMOX ORAL TABLET 500MG,2024-02-06,,Paid,IN-OCL-028784-4,,1,24.0,24.0,walk-in,Stella Anane
23432,Non-medical,E-PANOL PARACETAMOL 120MG/5ML 100ML,2024-02-06,,Paid,IN-OCL-028774-0,Bottle,1,15.0,15.0,walk-in,Stella Anane
23458,Non-medical,NASAL INHALER LUEX,2024-02-06,,Paid,IN-OCL-028756-4,Container,1,14.0,14.0,walk-in,Stella Anane
23434,Non-medical,VERMOX ORAL TABLET 500MG,2024-02-06,,Paid,IN-OCL-028773-7,,1,24.0,24.0,walk-in,Stella Anane
23433,Non-medical,CHLORPHENIRAMINE 4MG TAB 1000'S PHARMANOVA,2024-02-06,,Paid,IN-OCL-028773-7,Tablet,1,4.0,4.0,walk-in,Stella Anane
23465,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028750-7,,2,3.0,6.0,walk-in,Stella Anane
23464,Non-medical,BELLS CASTOR OIL 70ML,2024-02-06,,Paid,IN-OCL-028751-7,Bottle,1,75.0,75.0,walk-in,Stella Anane
23463,Non-medical,GEBEDOL EXTRA,2024-02-06,,Paid,IN-OCL-028752-5,Tab,1,8.0,8.0,walk-in,Stella Anane
23462,Medical,AWAKE WATER 500ML,2024-02-06,,Paid,IN-OCL-028752-5,ml,1,2.0,2.0,walk-in,Stella Anane
23461,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-06,,Paid,IN-OCL-028753-4,,1,3.0,3.0,walk-in,Stella Anane
23460,Non-medical,MR.Q,2024-02-06,,Paid,IN-OCL-028754-0,Tab,1,10.0,10.0,walk-in,Stella Anane
23457,Non-medical,EFPAC TABLETS,2024-02-06,,Paid,IN-OCL-028756-4,Strip,1,3.0,3.0,walk-in,Stella Anane
23456,Non-medical,EASYLIFE VITAMIN C EFFERVESCENT 1000MG TAB 20'S,2024-02-06,,Paid,IN-OCL-028757-2,Tablet,1,49.0,49.0,walk-in,Stella Anane
23455,Non-medical,TOT'HEMA AMPOULES 20'S,2024-02-06,,Paid,IN-OCL-028757-2,Ampoule,5,6.0,30.0,walk-in,Stella Anane
23454,Medical,PEPSODENT TRIPLE PROTECTION 140G,2024-02-06,,Paid,IN-OCL-028758-5,Pack,1,24.0,24.0,walk-in,Stella Anane
23453,Non-medical,FEROGLOBIN SYRUP 200ML VITABIOTIC,2024-02-06,,Paid,IN-OCL-028759-1,Tablet,1,108.0,108.0,walk-in,Stella Anane
23452,Non-medical,ZINCOVIT MULTIVITAMIN SYR 200ML,2024-02-06,,Paid,IN-OCL-028760-4,Bottle,1,55.0,55.0,walk-in,Stella Anane
23451,Non-medical,DEL C VITAMIN C SYR 100ML,2024-02-06,,Paid,IN-OCL-028760-4,ml,1,11.0,11.0,walk-in,Stella Anane
23450,Non-medical,RAPINOL TAB,2024-02-06,,Paid,IN-OCL-028761-1,Tab,1,2.0,2.0,walk-in,Stella Anane
23459,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-06,,Paid,IN-OCL-028755-6,Pack,1,5.0,5.0,walk-in,Stella Anane
23448,Non-medical,PARACETAMOL EXETER 30'S TABS,2024-02-06,,Paid,IN-OCL-028763-4,Pack,1,5.0,5.0,walk-in,Stella Anane
23435,Non-medical,Folic Acid 5mg,2024-02-06,,Paid,IN-OCL-028772-8,gram,6,1.0,6.0,walk-in,Stella Anane
23449,Non-medical,LEVON 2 TAB POST PILL,2024-02-06,,Paid,IN-OCL-028762-1,Pack,1,15.0,15.0,walk-in,Stella Anane
23436,Non-medical,ECL VITAMIN B COMPLEX,2024-02-06,,Paid,IN-OCL-028772-8,Bottle,6,1.0,6.0,walk-in,Stella Anane
23437,Non-medical,MULTIVITAMIN TABLET,2024-02-06,,Paid,IN-OCL-028772-8,,6,1.0,6.0,walk-in,Stella Anane
23438,Non-medical,LOFNAC-100 SUPP,2024-02-06,,Paid,IN-OCL-028771-8,Suppossitory,5,2.0,10.0,walk-in,Stella Anane
23440,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-02-06,,Paid,IN-OCL-028769-1,Pack,1,20.0,20.0,walk-in,Stella Anane
23441,Non-medical,Bells Vitamin C Syr 100ml,2024-02-06,,Paid,IN-OCL-028769-1,ml,1,45.0,45.0,walk-in,Stella Anane
23439,Non-medical,NATRILIX SR INDAPAMIDE 1.5MG TAB 30'S,2024-02-06,,Paid,IN-OCL-028770-8,Tablet,1,155.0,155.0,walk-in,Stella Anane
23442,Non-medical,BELLS CHILDREN COUGH SYRUP 100ML,2024-02-06,,Paid,IN-OCL-028769-1,Bottle,1,40.0,40.0,walk-in,Stella Anane
23443,Non-medical,PARACETAMOL 500MG TABLETS (LOCAL),2024-02-06,,Paid,IN-OCL-028768-9,,1,2.0,2.0,walk-in,Stella Anane
23444,Non-medical,NO.10 LIVERSALT ERN,2024-02-06,,Paid,IN-OCL-028767-3,sachet,2,2.0,4.0,walk-in,Stella Anane
23445,Non-medical,LYDIA POSTPILL,2024-02-06,,Paid,IN-OCL-028766-1,Pack,1,15.0,15.0,walk-in,Stella Anane
23446,Non-medical,STOPKOF CHILD FORMULA,2024-02-06,,Paid,IN-OCL-028765-2,Bottle,1,28.0,28.0,walk-in,Stella Anane
23447,Non-medical,COLODIUM LOPERAMIDE 2MG CAP 100'S HOVID,2024-02-06,,Paid,IN-OCL-028764-4,Tablet,1,7.0,7.0,walk-in,Stella Anane
23350,Non-medical,ZENTEL ALBENDAZOLE 200MG TAB 2'S,2024-02-07,,Paid,IN-OCL-028830-0,Pack,1,20.0,20.0,walk-in,Stella Anane
23346,Medical,BEL-AQUA ACTIVE,2024-02-07,,Paid,IN-OCL-028833-1,Bottle,1,4.0,4.0,walk-in,Stella Anane
23347,Non-medical,FIESTA CONDOMS CLASSIC,2024-02-07,,Paid,IN-OCL-028832-7,gram,2,7.0,14.0,walk-in,Stella Anane
23348,Non-medical,CITRO C ASCORBIC ACID 100MG,2024-02-07,,Paid,IN-OCL-028831-8,,2,3.0,6.0,walk-in,Stella Anane
23349,Non-medical,Menthodex 100ml Syr,2024-02-07,,Paid,IN-OCL-028831-8,ml,1,40.0,40.0,walk-in,Stella Anane
23345,Non-medical,GEBEDOL EXTRA,2024-02-07,,Paid,IN-OCL-028834-2,Tab,1,8.0,8.0,walk-in,Stella Anane
