,PRODUCT,LOCATION,LOCATION TYPE,CREATED,BATCH,EXPIRE,UNIT,QUANTITY LEFT,BASE PRICE LIST
826,atorvastatin 40mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,2026-03-31,Pack,3,69.0
827,osteocare tab uk chewable,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2026-11-30,,0,84.0
828,candid b cream 0.025% 15g glenmark,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,CCC1234,2026-07-31,Tube,0,29.7
829,extra virgin amen olive oil 40ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OOIKKJDRZ000987,2024-07-31,ml,0,14.0
830,fama cod tablets,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFHHKKJDRZ000987,2025-07-31,Tablet,0,5.0
831,tiger caps,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTKKJDRZ000987,2024-07-31,Capsules,0,24.0
832,zubes lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2026-07-31,Tablets,0,3.0
833,zubes expectorant 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2024-07-31,Bottle,0,24.0
834,lexsporin antibiotic ointment 20g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2026-07-31,Tube,3,70.0
835,gyno mycolex miconazole 400mg pess 3's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FFF1234,2026-07-31,Tablet,0,59.0
836,ky jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSKKJDRZ000987,2027-07-31,Tube,1,100.0
837,benylin children nighr cough 6 yrs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BBKKJDRZ000987,2025-07-31,Bottle,0,68.0
838,benylin children dry cough and sore throat syrup 1yr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,mmKKJDRZ000987,2027-07-31,Bottle,1,103.0
839,mist expect sed,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkdfRM228,2025-10-31,gram,0,10.0
840,mist sennaco 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKVH00098,2026-03-31,ml,7,7.0
841,methylated spirit 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMPFT0098Y,2027-02-28,Bottle,8,5.6
842,rubbing alcohol,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRMT009I6,2025-03-31,Bottle,0,25.0
843,amoksiclav 312/5ml suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,AANNMNJ6643,2024-06-25,Box,0,30.0
844,lexporin 2og,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLNJ6643,2025-05-31,gram,0,75.0
845,kofof cough syrup child,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIUYKKJDRZ000987,2024-05-31,ml,0,8.0
846,carbozap junior  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHYTNJ6643,2024-04-30,Bottle,0,8.0
847,gv fluc fluconazole 150mg tab 1's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FGTRNJ6643,2023-11-30,Pack,0,10.0
848,stardium caps usp 2mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJSSLFT000987,2024-07-31,sachet,0,3.0
849,stopkof cold & catarrh tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLFT000987,2024-06-30,Tablets,0,18.0
850,menopace original,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2023-11-30,Tablets,2,160.0
851,coldiron syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJUATL20094,2026-01-31,Bottle,0,25.0
852,zinc oxide adhesive plaster small 1inc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZNJ6643,2024-06-29,Piece,0,4.0
853,robb jar,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRNJ6643,2027-06-30,Cream,15,9.0
854,coartem tab 20/120 18's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIIJHGG87,2024-02-27,Tab,0,60.0
855,fleming amoxicillin/clavulanic tabs 1000mg 14's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ssNJ6643,2025-10-31,Tablet,0,75.0
856,paracetamol (exeter) 125ml syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKNJ6643,2024-06-30,ml,0,5.0
857,fleming 457 70ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKLLKKJDRZ000987,2024-06-30,Container,0,45.0
858,soothing strobin lozenges,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLK1234,2026-07-31,Strip,1,3.6
859,relcer antacid gel susp 180ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HH1234,2024-06-30,ml,0,15.0
860,res-q suspension 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SS1234,2024-06-04,Bottle,0,13.0
861,wellkid susp. 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DKKLLKKJDRZ000987,2026-06-30,Bottle,1,191.0
862,luex baby cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLL1234,2027-01-31,ml,6,42.0
863,nizoral cream ketoconazole 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLLKKJDRZ000987,2025-06-30,gram,0,71.0
864,luex children's chesty cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IILLKKJDRZ000987,2025-06-30,ml,0,42.0
865,vit c chewable vitarenew,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HH1234,2024-06-30,gram,0,30.0
866,zedex herbal 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJLLKKJDRZ000987,2024-06-30,Bottle,0,11.0
867,bro-zedex cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHLLKKJDRZ000987,2024-06-30,Bottle,0,21.0
868,zirtek syr,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZLLKKJDRZ000987,2024-06-30,Bottle,0,82.0
869,histazine cetirizine 5mg/5ml syrup 60ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKJDRZ000987,2025-06-30,Bottle,0,14.0
870,nesben albendazole 100mg/5ml susp 20ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNLLKKJDRZ000987,2026-08-31,Bottle,0,15.0
871,sildenafil 50mg tab 8's teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,2024-04-30,Tablet,1,28.0
872,doxycycline 100mg caps 100's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDMTTss112360,2024-04-30,Tablet,0,5.0
873,minamino syrup 200ml b/s,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKMTTss112360,2026-03-30,ml,4,117.0
874,gaviscon antacid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGKKJDRZ000987,2024-09-30,ml,0,82.0
875,jet 2 inhaler,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJJ1234,2025-08-31,Pack,2,15.0
876,feroglobin liquid 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FF1234,2024-04-30,Bottle,0,122.0
877,ampicillin susp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSkkkoiiugggffgf9,2024-04-30,Box,0,5.0
878,azithromycin (zithromax )cap 250mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IzzUUUGG56GT,2027-04-30,gram,1,199.0
879,bioferon syrup 200ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IUUUGG56GT,2023-03-31,Bottle,0,27.0
880,nurofen syrup strawberry 00ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNFSSDFF0098J,2025-02-01,Bottle,0,79.0
881,tab atenolol 50mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TYBIO99909,2027-03-31,Tab,4,19.5
882,cortisone hydrocortisone 1% cream 15g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,FYDOIGFF09JJJ,2024-11-30,Tube,0,23.0
883,benylin infant's cough,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BFSDERR4409OI,2026-01-30,ml,0,119.0
884,epanol syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,EPSSDERR4409OI,2026-05-31,Box,0,15.0
885,piriton syrup (chlorphenamine) 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PRTMRTYY889,2027-01-31,ml,3,149.0
886,cetirizine syrup ozine 60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ccBIO99909,2023-01-31,ml,0,8.0
887,nifedi-denk 20mg 100's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MFOIGFF09JJJ,2026-02-28,Strip,0,2.0
888,metformin denk 1000 tab blister,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MRTYY889,2027-05-31,Strip,26,4.5
889,carvedilol 12.5mg tab 28s' (teva),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSSZN00987,2025-04-30,Pack,0,18.0
890,k y lubricating jelly 57g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,2024-04-30,Tube,0,54.0
891,mothercare gripe water (exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MTTss112360,2024-03-31,ml,0,20.0
892,loratidine tablet 10mg(loratyn),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UYYYGGFD,2024-03-31,gram,0,10.0
893,benylin 4flu liquid 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,1JJ12360TMMM,2023-03-31,ml,0,61.0
894,exoclav oral susp. 228.5 exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHMC0098T,2024-03-31,ml,0,18.0
895,exoclav oral susp. 228.5 exeter,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MPCT00008UKKKKKK,2024-03-31,ml,0,18.0
896,johnson baby cotton buds 200pcs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGGkkkoiiugggffgf9,2025-03-31,Piece,0,29.0
897,salbutalin syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,kkkoiiugggffgf9,2026-07-31,Bottle,3,18.0
898,vitamin c syrup abc,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNNNLLKKJDRZ000987,2025-01-31,ml,0,11.0
899,fisherman's friend lozenge 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987kkk,2025-03-31,Pack,0,19.0
900,fisherman's friend lozenge 25g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DRZ000987kkl,2025-03-31,Pack,0,9.0
901,fisherman's friend,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2025-03-31,Tablets,0,11.0
902,rizole  metronidazole 200mg/5ml  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,RRLLKKJDRZ000987,2024-02-29,Bottle,0,8.0
903,cadiphen cough expectorant 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHHJJJUY,2024-02-29,ml,0,17.0
904,benylin dry & tickly cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TTYLLKKJDRZ000987,2027-02-28,Bottle,2,173.0
905,gebexine tabs 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOILLKKJDRZ000987,2024-02-29,gram,0,25.0
906,luex adult chesty cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIULLKKJDRZ000987,2025-02-28,Bottle,0,44.5
907,day nurse liquid,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKIOLKKJDRZ000987,2024-02-28,ml,0,198.0
908,tadalafil tab 20mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YTDRZ000987,2023-05-31,Box,0,36.0
909,spring valley omega 3 1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,SSLLKKJDRZ000987,2022-07-31,ml,0,80.0
910,zincofer capsules,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,bbhhhj0989,2024-05-31,Milligram,0,63.0
911,aspanol productive cough syrup 125ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,2024-01-31,ml,0,13.0
912,sporanox itraconazole 100mg cap 15's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGKKJDRZ000987,2024-01-31,Tablet,0,125.0
913,viagra 50mg 4',Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VJDRZ000987,2025-01-31,mg,0,177.3
914,betafena syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOLLKKJDRZ000987,2024-01-31,ml,0,11.0
915,tobufen syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PLLKKJDRZ000987,2024-01-31,ml,0,9.0
916,bella cough syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKDRZ000987,2024-01-31,ml,0,9.0
917,stopkof adult cough syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,2027-01-31,Bottle,10,22.0
918,stopkof cold & catarrh 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLLKKJDRZ000987,2026-01-31,Bottle,0,27.7
919,stopkof dry cough syrup  100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKDRZ000987,2027-01-31,Bottle,2,25.0
920,adult dry cough syrup (luex) 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,2025-05-31,Box,0,45.0
921,kofof adult cough syrup 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,2024-01-31,Bottle,0,8.0
922,kofof family syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLLKKJDRZ000987,2024-01-31,ml,0,8.0
923,zanza garlic caps 60's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHLLKKJDRZ000987,2024-11-30,pc,0,10.0
924,ecl vitamin b complex,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKLLKKJDRZ000987,2027-01-31,Bottle,53,1.0
925,sanitizer spray,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GHLLKKJDRZ000987,2022-04-30,pc,0,24.0
926,omizec caps 20mg 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPOLLKKJDRZ000987,2024-01-31,Box,0,29.0
927,uprone 20mg caps 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IPLLKKJDRZ000987,2024-07-31,pc,0,15.0
928,ompra 20mg 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,OPLLKKJDRZ000987,2024-01-31,Box,0,10.0
929,es-vcd 40mg esomeprazole tab,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNLLKKJDRZ000987,2024-01-31,Box,0,27.0
930,diphex antitussive,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPLLKKJDRZ000987,2023-01-31,gram,0,10.0
931,azithromycin 500mg  milpharm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMKLLKKJDRZ000987,2024-01-31,pc,0,30.0
932,abidec omega 3 multivite syr 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2024-12-31,Bottle,0,155.0
933,enacef cefuroxime 250mg tab 10's ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2026-02-28,Tablet,9,48.7
934,axacef 500mg 10's (sanofi),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKJDRZ000987,2023-12-30,Tablet,0,134.0
935,axacef 250mg (sanofi),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NKKJDRZ000987,2023-12-31,Tablet,0,59.0
936,brufen denk tabs 200mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2023-12-30,pc,0,45.0
937,paracetamol exeter 30's tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,PPKKJDRZ000987,2026-12-31,Pack,8,5.0
938,clotrimazole vaginal tablets usp (vaginax-100),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2026-12-31,Pack,0,8.0
939,h'aid vit c eff.1000mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2023-12-30,Tube,0,42.0
940,wellwoman 70+,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKKKJDRZ000987,2026-12-31,pc,2,158.0
941,brufen 200mg loose mark memmers,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MMKKJDRZ000987,2023-12-30,Tablet,0,0.3
942,collagen jointace 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BGKKJDRZ000987,2023-12-31,Box,0,126.0
943,drez-v gel 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKJDRZ000987,2023-12-31,Box,0,23.0
944,actifed cold tab 12's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,2024-12-29,Tablet,0,8.0
945,crestor 20mg tabs astrazeneca,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2023-12-31,Milligram,0,548.0
946,apple cider vinegar gummies,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IIGGHHSJSEB,2023-12-31,Tube,0,180.0
947,one a day gummies supplement-women,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ONGGHHSJSEB,2023-12-31,Tube,0,200.0
948,one a day gummies supplement-men,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NJKKDIDDNN0,2023-12-31,Tube,1,350.0
949,cranberry dietary supplement,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGHHSJSEB,2023-12-31,Tube,0,200.0
950,ascoron caps 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHJKKJDRZ000987,2024-12-31,Pack,0,2.5
951,novamol 1g supp,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NHGVKKJDRZ000987,2023-12-31,Suppository,0,3.2
952,losartan 100mg tab teva 28's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKJDRZ000987,2025-12-31,Pack,2,59.0
953,bendrofluazide 5mg tablet teva,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNKKJDRZ000987,2024-12-31,Tablet,3,43.0
954,domadol caps 50mg pack,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHKKJDRZ000987,2023-12-31,pc,0,15.0
955,entralyn baby cough syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,YHKKJDRZ000987,2024-12-31,Box,0,8.0
956,kofof baby cough syrup (entrance) 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KFFDRZ000987,2023-12-31,ml,0,8.0
957,gypron plus syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKJDRZ000987,2023-12-31,ml,0,14.0
958,apextite f syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,APKKJDRZ000987,2023-12-31,ml,0,13.0
959,zincovit- c chewable,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZZCKKJDRZ000987,2024-12-31,sachet,0,80.0
960,deep heat rub 100g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHTBNHDRZ000987,2026-12-31,gram,0,77.0
961,exoclav susp 457mg/5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIHHHF9,2023-02-28,ml,0,30.0
962,cefuroxime  axetile tab 125mg (amurox) suspension,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,2023-11-30,Pack,0,30.0
963,novacef ds 125 susp 50ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKMKKJDRZ000987,2023-11-30,ml,0,14.0
964,amitriptyline 25mg strides,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLOKKJDRZ000987,2027-11-30,mg,1,28.0
965,kamaclox mouthwash 300ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJ998UTYG,2025-11-30,Bottle,0,20.0
966,hydrogen peroxide soln 200ml care,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIHKKJDRZ000987,2025-04-30,ml,0,18.0
967,dettol antiseptic 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKKJDRZ000987,2025-02-28,Liquid,2,50.4
968,dettol antiseptic 500ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKHGL000987,2023-11-30,Liquid,0,39.0
969,canesten thrush pessary 500mg,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJKKKJDRZ000987,2023-11-30,gram,0,120.0
970,funbact-a tripple action,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJKKJDRZ000987,2026-11-30,Tube,1,15.0
971,doxycycline 100mg (uk) /strip,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,DDKKJDRZ000987,2026-11-30,,0,30.5
972,glucophage  1000mg  tabs (merck),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKHJKKJDRZ000987,2023-11-30,Tablet,0,50.0
973,gaviscon double action susp 150ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NJHKKJDRZ000987,2026-11-30,ml,0,129.0
974,gaviscon original 150ml syrup,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIKKJDRZ000987,2023-11-30,ml,0,46.0
975,cortisone hydrocortione  1% cream 30g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIOKKJDRZ000987,2025-11-30,Tube,0,33.0
976,infacol  55ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KIDRZ000987,2023-11-30,Bottle,0,55.0
977,b-complex strong tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NBVKKJDRZ000987,2023-11-30,Tablets,0,6.0
978,lemsip cold & flu sachets 10's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LMKKJDRZ000987,2024-11-23,sachet,0,5.0
979,atenolol 100mg tab 30's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LLKKKJDRZ000987,2024-11-30,Pack,1,12.0
980,atenolol 100mg pac,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KLKKJDRZ000987,2027-11-30,Strip,4,49.0
981,clomid 50mg tabs (bruno),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,LKKKKJDRZ000987,2025-03-30,Pack,1,166.0
982,blistering total care 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJKKJDRZ000987,2024-11-30,ml,0,24.0
983,malar-2 forte ds tabs (8/480mg),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJDRZ000987,2025-09-30,mg,0,30.0
984,h/aid vitamin c effervescent 1000mg tab 20's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKIYDRZ000987,2024-11-30,Tablet,0,30.0
985,k-y jelly 82g,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKKKOI987,2024-11-30,gram,0,98.0
986,otrivin adults drop,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJDRZ000987,2027-09-30,Container,1,98.0
987,otrivine drops infants,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKJDRZ000987,2025-11-30,Tin,0,80.0
988,tetracycline hydrochloride 1%  (troge),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JJYDRZ000987,2024-11-30,Capsules,0,9.0
989,neo-hycolex eye/ear drops 5ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NHGHDRZ000987,2027-02-28,Vial,4,48.0
990,luex ciprolex eye/ear drops,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,GGFDRZ000987,2026-12-31,Container,11,32.0
991,ciprolex oint. 5gm,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JKHHHG,2025-11-30,Ointment,0,15.0
992,pepto bismol 120ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,piuSM00987,2023-11-30,Bottle,0,35.0
993,comit-50  tabs,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ghbiii98,2025-02-28,Tablets,1,20.0
994,robitussin cough/chest congestion 118ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNHSM00987,2023-11-30,Bottle,0,36.0
995,robitussin dry cough 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NHHJ087,2023-11-30,Bottle,0,36.0
996,robitussin chesty cough 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KKOOI08,2023-11-30,Bottle,0,36.0
997,tixylix baby syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VHGSM00987,2025-11-30,Bottle,0,81.0
998,tixylix toddler syrup 100ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,TXDRZ000987,2024-11-30,Bottle,0,99.9
999,mucolex junior expectorant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,okooh98h,2026-02-28,ml,2,37.0
1000,cetirizine tablet 10mg almus,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,VGFTDRZ000987,2024-10-31,Tablet,0,21.0
1001,combat-n triple action 30g (entrance),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BHLLOP098CF,2022-10-31,gram,0,10.0
1002,cetapol tablet(paracetamol tablet 500mg),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,dcfgg8890,2026-10-31,pc,2,5.5
1003,viscof-s expectorant,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,UI00987T,2026-10-31,Bottle,8,49.6
1004,zanza vitamin b caps 200iu 60's,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,BHG0009Z,2025-04-30,pc,0,35.0
1005,sabroso olive oil 250ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ISDCU002KMKKOI,2024-10-31,ml,0,25.0
1006,sabroso olive oil 100ml plastic,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NJH9908,2024-10-31,pc,0,16.0
1007,benylin 4 flu tabs singles,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NNHBNHDRZ000987,2024-10-31,pc,0,131.0
1008,acidom omeprazole 20mg caps (luex),Oddaremma Chemists Limited,Retail,Richard Addo Owusu,KOIADD90J,2024-10-31,Capsules,0,19.0
1009,nesterix forte syrup 200ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,IMMKHU002KMKKOI,2023-10-31,ml,0,13.0
1010,zincovit multivitamin drop 15ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,ZCGL000987,2026-07-31,Pack,0,29.5
1011,neovita fortified capsules 30,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NFIU002KMKKOI,2025-10-31,gram,1,90.0
1012,flagyl 200mg/5ml susp 100ml sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,HHHV0009987,2025-03-31,Bottle,0,75.6
1013,enacef cefuroxime 125mg/5ml susp 50ml ecl,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,NJHH9990887,2026-10-31,Bottle,0,40.0
1014,flagyl 200mg tab 100's sanofi,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,MKH98880,2023-10-31,Tablet,0,38.0
1015,lonart 20/120 24g/60ml,Oddaremma Chemists Limited,Retail,Richard Addo Owusu,JHH998876YT,2027-01-31,ml,5,29.0
